created_at;id_str;full_text;retweet_count;favorite_count
20191013 143237;1183390085993119749;We have become a far greater Economic Power than ever before, and we are using that power for WORLD PEACE!;27343;122041
20191013 141555;1183385881320853509;Wheres Hunter? He has totally disappeared! Now looks like he has raided and scammed even more countries! Media is AWOL.;25271;97534
20191013 133743;1183376270731763714;Dealing with @LindseyGrahamSC and many members of Congress, including Democrats, about imposing powerful Sanctions on Turkey. Treasury is ready to go, additional legislation may be sought. There is great consensus on this. Turkey has asked that it not be done. Stay tuned!;15055;56926
20191013 130921;1183369133301391365;.....The Kurds and Turkey have been fighting for many years. Turkey considers the PKK the worst terrorists of all. Others may want to come in and fight for one side or the other. Let them! We are monitoring the situation closely. Endless Wars!;14553;62596
20191013 130921;1183369132634456066;Do you remember two years ago when Iraq was going to fight the Kurds in a different part of Syria. Many people wanted us to fight with the Kurds against Iraq, who we just fought for. I said no, and the Kurds left the fight, twice. Now the same thing is happening with Turkey......;18125;76943
20191013 125708;1183366057169444864;Very smart not to be involved in the intense fighting along the Turkish Border, for a change. Those that mistakenly got us into the Middle East Wars are still pushing to fight. They have no idea what a bad decision they have made. Why are they not asking for a Declaration of War?;19856;81018
20191013 123129;1183359602089484288;The Media is not talking about the big Republican victory last night in Louisiana where a sitting Democrat Governor was forced into a runoff by not getting 50. Big upset! Now @EddieRispone, who will be a great Governor, will win!;18852;69806
20191013 122447;1183357914922258433;A despicable human being! .co3KpgUuRaXU;11861;47788
20191013 051102;1183248760303960064;Congratulations to the Great State of Louisiana. A big night. You will soon have a new and wonderful Governor, @EddieRispone. Your Taxes and Car Insurance Payments will go DOWN!;15310;66195
20191013 040638;1183232552464719873;The same people that got us into the Middle East Quicksand, 8 Trillion Dollars and many thousands of lives and millions of lives when you count the other side, are now fighting to keep us there. Dont listen to people that havent got a clue. They have proven to be inept!;23350;90399
20191013 031310;1183219098911682561;The Governor of Louisiana, John Bel Edwards, has done a poor job. NOW HE IS IN A RUNOFF WITH A GREAT REPUBLICAN, @EddieRispone. Thank you Louisiana! 66 down to 47 after I explained what a bad job the Governor was doing.;15945;68211
20191012 212006;1183130243885875200;The Endless Wars Must End!;30162;143663
20191012 205731;1183124563258941442;Start thinking about getting bigger tractors! .coMhmvNhAA4r;17859;76860
20191012 205635;1183124325999796225;That is the real story! .cofG3zvMIaxp;24300;64985
20191012 201252;1183113326374600705;Happy National Farmers Day! .cozqhaDCikQg;11814;54906
20191012 191352;1183098478232256512;.coYBmYOsGdK3 .coLWCWvpeIqn;9367;36224
20191012 190853;1183097223674056705;.co0DTxsaGKZ1;12238;48379
20191012 151139;1183037520503885824;So now they are after the legendary crime buster and greatest Mayor in the history of NYC, Rudy Giuliani. He may seem a little rough around the edges sometimes, but he is also a great guy and wonderful lawyer. Such a one sided Witch Hunt going on in USA. Deep State. Shameful!;24577;94587
20191012 141610;1183023558655709184;Louisiana, get out and vote REPUBLICAN before going to the big game today. A runoff will be a tremendous win for your Great State  lower taxes and car insurance, and better protection of your 2nd Amendment! Fantastic being with you last night!;17262;71056
20191012 140912;1183021806493556736;....Other aspects of the deal are also great  technology, financial services, 1620 Billion in Boeing Planes etc., but WOW, the Farmers really hit pay dirt! @ChuckGrassley @joniernst @debfisher @BenSasse  Thank you to all Republicans in Congress for your invaluable help!;13210;56744
20191012 140912;1183021805570801665;The deal I just made with China is, by far, the greatest and biggest deal ever made for our Great Patriot Farmers in the history of our Country. In fact, there is a question as to whether or not this much product can be produced? Our farmers will figure it out. Thank you China!;25464;110216
20191012 134942;1183016899589955584;The case of Major Mathew Golsteyn is now under review at the White House. Mathew is a highly decorated Green Beret who is being tried for killing a Taliban bombmaker. We train our boys to be killing machines, then prosecute them when they kill! @PeteHegseth;18935;66158
20191012 131352;1183007878921314304;Schiff aides worked with Whistleblower. @foxandfriends  @RepLeeZeldin  Schiff is a lying mess!;15480;54646
20191012 034929;1182865849851338753;LOUISIANA — Tomorrow, you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor! Get out and vote for either @DocAbraham or @EddieRispone BOTH GREAT! .coQyu6z9nZXr;10281;39453
20191012 034809;1182865510825779200;Louisiana REPUBLICANS, thank you for a great evening. Get out TOMORROW and VOTE REPUBLICAN! Send the Radical Democrat establishment a loud and clear message that you are going to FIRE your Democrat Governor, John Bel Edwards and send a Great Republican to the Governors Mansion! .co4GHVNz8lda;11248;45359
20191012 032536;1182859837316583424;I never saw so many subpoenas! @ShannonBream  @FoxNews  The Democrats have gone Crazy. Just read the Transcript, or listen to the New Ukraine Presidents statement, NO PRESSURE! This is a Democrat Con Job. Impeach Schiff for FRAUD!;16604;62429
20191012 032534;1182859828386885633;So funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked, and looks weak and pathetic. Dont want him at the White House!;21517;108526
20191012 025808;1182852925237805060;WHERES HUNTER?;29237;125011
20191012 021717;1182842647041298432;Is he leaving due to bad ratings, or some other less important reason? .coXBr7xVgarc;12816;60937
20191011 235542;1182807013719531522;Just landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisiana will do much better by electing a REPUBLICAN. See everyone soon! @LAGOP .coV1rVXEEuso;12872;48866
20191011 234631;1182804704721375233;....Congratulations Kevin, on a job well done! I will be announcing the new Acting Secretary next week. Many wonderful candidates!;8749;46111
20191011 234630;1182804700699086848;Kevin McAleenan has done an outstanding job as Acting Secretary of Homeland Security. We have worked well together with Border Crossings being way down. Kevin now, after many years in Government, wants to spend more time with his family and go to the private sector....;10942;54093
20191011 232311;1182798830577709056;A terrible and very dishonest person! .cobomdDcHTT4;11720;46266
20191011 172912;1182709748619198464;We love you @MinneapolisPD, THANK YOU! #LESM .cofkOL8dCNP2;12954;55126
20191011 154744;1182684215189614592;Really good news! .codbc6AgzNPx;12085;45942
20191011 154419;1182683354463907840;So Great! .coWZSY7E0A2M;9962;42736
20191011 154000;1182682269804310529;A Giant Scam! .coGo4TffoEaq;9446;32829
20191011 153928;1182682132868751361;Amazing Evening! .cojVTW8sRJpf;6810;29957
20191011 153758;1182681755679121408;The Do Nothing Democrats. Thanks Vicky! .coWEZgrvobs3;8412;29816
20191011 153554;1182681234880847872;Do you believe this?  A total Scam! .coihJmne0AbW;13766;42744
20191011 153003;1182679765632868353;A great evening in beautiful Minnesota! .coxgfAKaRSlM;6898;30473
20191011 152829;1182679369174716423;What a disgraceful legal system for this guy to still be around after all of these years. A vicious killer who destroyed so many great people amp families! .coGTHdZ7BN6B;11887;42450
20191011 142737;1182664051089911812;Will be with our two GREAT Senators, @SenJohnKennedy amp @SenBillCassidy, tonight in Louisiana. These two hard working, really smart men, love their Country and love their State. We will hopefully add a Great New Republican Governor to the beautiful Louisiana mix! See you tonight!;8910;36007
20191011 141549;1182661081849835520;One of the great things about the China Deal is the fact that, for various reasons, we do not have to go through the very long and politically complex Congressional Approval Process. When the deal is fully negotiated, I sign it myself on behalf of our Country. Fast and Clean!;16472;77316
20191011 140000;1182657102357110791;I will be in Louisiana tonight Love it! to get Republicans to vote for either of our two great Republican Candidates and force a run off with John Bel Edwards, who has done a really poor job of tax cutting, car insurance cost worst in USA, amp is suspect on your 2nd Amendment!;12662;50936
20191011 134909;1182654371714211840;Good things are happening at China Trade Talk Meeting. Warmer feelings than in recent past, more like the Old Days. I will be meeting with the Vice Premier today. All would like to see something significant happen!;17253;87548
20191011 024951;1182488455277924353;Over the next 13 months, we are going to fight with all of our heart and soul – and we are going to win the Great State of Minnesota in 2020! #TrumpMinneapolis #KAG2020 .coc3FQnrPJWr;22033;86357
20191011 023701;1182485222190915584;A GREAT evening in Minneapolis, Minnesota with incredible American Patriots. THANK YOU! .cob3UQEo0wPq;25466;99615
20191011 000355;1182446696598511617;The joint statement released with President Bolsonaro in March makes absolutely clear that I support Brazil beginning the process for full OECD membership. The United States stands by that statement and stands by @jairbolsonaro. This article is FAKE NEWS! .coHym9ZATHjt;25479;86821
20191010 205528;1182399270009425920;WOW, THANK YOU Minneapolis, Minnesota — on my way! #KAG2020 .coCzl6GbCCxN;33690;122408
20191010 200730;1182387198164946944;....We have one of three choices Send in thousands of troops and win Militarily, hit Turkey very hard Financially and with Sanctions, or mediate a deal between Turkey and the Kurds!;16308;69963
20191010 200730;1182387197066039298;We defeated 100 of the ISIS Caliphate and no longer have any troops in the area under attack by Turkey, in Syria. We did our job perfectly! Now Turkey is attacking the Kurds, who have been fighting each other for 200 years....;18989;81775
20191010 144015;1182304844683632642;.cosI5hZ81ASL;8301;34021
20191010 144014;1182304840212455424;.coHZzDQY5QqV;17410;72759
20191010 134952;1182292163721404416;Big day of negotiations with China. They want to make a deal, but do I? I meet with the Vice Premier tomorrow at The White House.;18977;98704
20191010 134247;1182290380542185472;Why isnt the IG investigating his socalled Whistleblower? All bad info!;13981;60222
20191010 133902;1182289435955777537;The President of the Ukraine just stated again, in the strongest of language, that President Trump applied no pressure and did absolutely nothing wrong. He used the strongest language possible. That should end this Democrat Scam, but it wont, because the Dems amp Media are FIXED!;20928;78771
20191010 133409;1182288206806560769;Thank you to @OANN One America News for your fair coverage and brilliant reporting. It is appreciated by many people trying so hard to find a new, consistent and powerful VOICE! See you tonight at the Big Rally in Minneapolis.;22850;80843
20191010 132701;1182286414353981440;....the area and start a new war all over again. Turkey is a member of NATO. Others say STAY OUT, let the Kurds fight their own battles even with our financial help. I say hit Turkey very hard financially amp with sanctions if they dont play by the rules! I am watching closely.;13675;59260
20191010 132700;1182286411501838337;Turkey has been planning to attack the Kurds for a long time. They have been fighting forever. We have no soldiers or Military anywhere near the attack area. I am trying to end the ENDLESS WARS. Talking to both sides. Some want us to send tens of thousands of soldiers to....;16607;70185
20191010 131237;1182282790861201408;Where is Hunter Biden? He has disappeared while the Fake News protects his Crooked daddy! .coGtwn0nxOTt;16966;57220
20191010 130850;1182281836363485185;...Court Justice amp I turned him down hes been terrible ever since, Shep Smith, @donnabrazile who gave Crooked Hillary the debate questions amp got fired from @CNN, amp others, @FoxNews doesnt deliver for US anymore. It is so different than it used to be. Oh well, Im President!;17957;76253
20191010 130849;1182281834970980352;From the day I announced I was running for President, I have NEVER had a good @FoxNews Poll. Whoever their Pollster is, they suck. But @FoxNews is also much different than it used to be in the good old days. With people like Andrew Napolitano, who wanted to be a Supreme....;21533;87718
20191010 130403;1182280635513294849;Ukrainian President Volodymyr Zelensky told reporters Thursday his controversial July call with President Trump involved no bribe, blackmail or quid pro quo, as impeachmentminded Democrats claim. This should immediately end the talk of impeachment! .co0mOTK4dNC3;14984;50797
20191010 041636;1182147895371472896;In case the Kurds or Turkey lose control, the United States has already taken the 2 ISIS militants tied to beheadings in Syria, known as the Beetles, out of that country and into a secure location controlled by the U.S. They are the worst of the worst!;17042;76241
20191010 035317;1182142030325129217;Impeached for what, having created the greatest Economy in the history of our Country, building our strongest ever Military, Cutting Taxes too much? .coLWxfEcRmj4;19160;77877
20191010 015532;1182112396837625857;A different take! .coXKnQ6XTF0k;11231;45625
20191010 013414;1182107033874714624;I dont think its a Whistleblower at all. I think this is an anonymous source for the Democratic Staff in the House of Representatives. This is an insult to real Whistleblowers. Actual Whistleblowers go on to have their whole lives upended. John Kiriakou  @TuckerCarlson;20678;75439
20191010 001019;1182085917198241793;.coI6VsoDIQQp;18339;58541
20191009 233016;1182075837962690560;The hardest thing I have to do as President... .co6bzwh78I00;30475;108116
20191009 181221;1181995834369544198;Sleepy Joe Biden! .cooZtytImXqq;28471;81808
20191009 175533;1181991604493656064;So pathetic to see Sleepy Joe Biden, who with his son, Hunter, and to the detriment of the American Taxpayer, has ripped off at least two countries for millions of dollars, calling for my impeachment  and I did nothing wrong. Joes Failing Campaign gave him no other choice!;26270;107386
20191009 162746;1181969511697788928;Only 25 percent want the President Impeached, which is pretty low considering the volume of Fake News coverage, but pretty high considering the fact that I did NOTHING wrong. It is all just a continuation of the greatest Scam and Witch Hunt in the history of our Country!;24161;102183
20191009 162250;1181968273333719041;So why is someone a good or great President if they needed to Spy on someone elses Campaign in order to win that didnt work out so well, and if they were unable to fill 142 important Federal Judgeships a record by far, handing them all to me to choose. Will have 182 soon!;17408;73738
20191009 143204;1181940394604535809;....DACA stand, with all of its negative legal implications, the Republicans and Democrats will have a DEAL to let them stay in our Country, in very short order. It would actually benefit DACA, and be done the right way!;11820;49485
20191009 143203;1181940389990805504;President Obama said that he did not have the right to sign DACA, that it will never hold up in court. He signed it anyway! If the Supreme Court upholds DACA, it gives the President extraordinary powers, far greater than ever thought. If they do what is right and do not let......;15454;61214
20191009 141041;1181935014709202947;Crooked Hillary should try it again! .coUjfIpZp1FA;25237;97259
20191009 140738;1181934246111404032;True. Should have never been there in the first place! .cokVXtpB23Wy;8864;34432
20191009 140604;1181933850991235073;Why doesnt the ICIG do something about this Scam? He should have never let it start, a Dem Hoax! .coUCbObppWbA;10554;40083
20191009 140213;1181932884694839296;Adam Schiff is a disgrace to our Country! .co4pM3j1GLev;15397;57255
20191009 135932;1181932207767789571;So true Don, and this was a big lie. Look what happened to Friends of Trump, for less. Cant let this pass! .cou2To514DNq;9808;36173
20191009 135114;1181930118828175363;But we are now, for the first time, giving companies a better alternative! .cojJFKywyIGw;8727;33164
20191009 134945;1181929745518403585;Great support from GOP in fighting the Radical Left, Do Nothing Democrats! .coqjskHYkQpD;9869;34963
20191009 134718;1181929128976670724;They dont have a clue, but I do. The USA is doing great despite the Fed! .co85aW2YGehY;7846;30949
20191009 124345;1181913137483829250;....No Pressure at all said Ukraine! Very congenial, a perfect call. The Whistleblower and others spoke BEFORE seeing the Transcript. Now they must apologize to me and stop this ridiculous impeachment!;12692;60374
20191009 124345;1181913136074502144;The socalled Whistleblower, before knowing I was going to release the exact Transcript, stated that my call with the Ukrainian President was crazy, frightening, and completely lacking in substance related to national security. This is a very big Lie. Read the Transcript!;20612;85923
20191009 122204;1181907681512169472;The Do Nothing Democrats are Con Artists, only looking to hurt the Republican Party and President. Their total focus is 2020, nothing more, and nothing less. The good news is that WE WILL WIN!!!!;16698;71346
20191009 121403;1181905661300559872;....IN THE HISTORY OF OUR COUNTRY! We went to war under a false amp now disproven premise, WEAPONS OF MASS DESTRUCTION. There were NONE! Now we are slowly amp carefully bringing our great soldiers amp military home. Our focus is on the BIG PICTURE! THE USA IS GREATER THAN EVER BEFORE!;19676;78298
20191009 121402;1181905659568283648;The United States has spent EIGHT TRILLION DOLLARS fighting and policing in the Middle East. Thousands of our Great Soldiers have died or been badly wounded. Millions of people have died on the other side. GOING INTO THE MIDDLE EAST IS THE WORST DECISION EVER MADE.....;27561;105907
20191009 113610;1181896127471333381;Fighting between various groups that has been going on for hundreds of years. USA should never have been in Middle East. Moved our 50 soldiers out. Turkey MUST take over captured ISIS fighters that Europe refused to have returned. The stupid endless wars, for us, are ending! .coFbcem9i55Z;16364;58789
20191009 111712;1181891356274413570;So make all Member Countries pay, not just the United States! .coIVbE4MqBVl;14179;52460
20191009 111430;1181890675375259653;He should be Impeached for Fraud! .colu3xKFQaON;12981;45717
20191009 111014;1181889603516665857;.....The Whistleblowers lawyer is a big Democrat. The Whistleblower has ties to one of my DEMOCRAT OPPONENTS. Why does the ICIG allow this scam to continue?;11266;45855
20191009 111014;1181889601914454016;The Whistleblowers facts have been so incorrect about my no pressure conversation with the Ukrainian President, and now the conflict of interest and involvement with a Democrat Candidate, that he or she should be exposed and questioned properly. This is no Whistleblower.....;12718;52804
20191009 104743;1181883934776401920;A Total Scam by the Do Nothing Democrats. For the good of the Country, this Wirch Hunt should end now! .coG2nPapozye;12409;44049
20191009 042847;1181788575861547008;So amazing! .coUG3DaSkmUc;15758;65661
20191009 031934;1181771156203986946;.coap9wN7wkj6;11295;35955
20191009 031604;1181770276188631041;.cojZLa4vWXAZ;10401;33361
20191009 023923;1181761045486080002;Wow, Just Breaking The big deal Whistleblower had a PROFESSIONAL TIE to 2020 Democratic Candidate. Washington Examiner, @ByronYork  In other words, was working with someone who was potentially running against me. Why wasnt this reported by the ICIG? A Witch Hunt Scam!;22778;73719
20191009 021519;1181754987141124098;Bob Mueller was pursuing the FBI Director job when he met with President Trump in 2017, Administration officials say. @FoxNews  Bret Baier and Jake Gibson @seanhannity This is true even though Mueller denied it!;13179;48691
20191009 020039;1181751294693969920;The Greatest Witch Hunt in the history of the USA! .co6FW11oLBv3;11853;46953
20191009 015735;1181750525596983296;Gasoline Prices in the State of California are MUCH HIGHER than anywhere else in the Nation 2.50 vs. 4.50. I guess those very expensive and unsafe cars that they are mandating just arent doing the trick! Dont worry California, relief is on the way. The State doesnt get it!;21790;93188
20191009 014315;1181746918474440705;....If there is a Runoff in Louisiana, you will have a great new Republican Governor who will Cut your Taxes and Car Insurance, and do a fabulous job for you and your family. Vote Republican, the Party of Honest Abe Lincoln!;10860;45442
20191009 014315;1181746916981379072;Big Rally in Louisiana on Friday night. Must force a runoff with a Liberal Democrat Governor, John Bel Edwards, who has let your Taxes and Car Insurance get too high, and will never protect your 2nd Amendment. Vote for one of our two great Republicans on Saturday, force a runoff!;14025;55895
20191008 222856;1181698015423275010;This is just the beginning, thank you to @ByronYork! .co1ceplqe5MZ;19158;59695
20191008 185445;1181644113092980737;The U.S. Border is SECURE! .coh9EPUPL1uS;17548;61532
20191008 184040;1181640571334647814;....In fact, the Cops For Trump Tshirt Web Site CRASHED because of incredible volume, but is now back up and running. Proceeds go to the Police Union Charities. See you on Thursday night in Minneapolis!;16570;65868
20191008 184038;1181640563696820224;Radical Left Dem Mayor of Minneapolis, Jacob Frey, is doing everything possible to stifle Free Speech despite a record sellout crowd at the Target Center. Presidents Clinton and Obama paid almost nothing! The Minneapolis Police have been incredible....;19882;76338
20191008 173050;1181622998228508672;Friday night in Louisiana will be Great. Big crowd expected. Republicans must get out and vote for either of our two incredible candidates @DocAbraham amp @EddieRispone so we can stop Left Leaning Governor John Bel Edwards from getting over 50. We will easily win the runoff! .coTRiTu71ny2;13555;42843
20191008 160626;1181601756347797505;Hasnt Adam Schiff been fully discredited by now? Do we have to continue listening to his lies?;25510;105133
20191008 150617;1181586618983034880;.cobh1FyxfUiA;13901;42183
20191008 143557;1181578987191095298;Get your great TShirts, Cops for Trump, at .copmhDDXsIlx  REALLY NICE! Thank you to Minneapolis Police Officers amp Union! @foxandfriends;13149;45059
20191008 143108;1181577775246905344;Someone please tell the Radical Left Mayor of Minneapolis that he cant price out Free Speech. Probably illegal! I stand strongly amp proudly with the great Police Officers and Law Enforcement of Minneapolis and the Great State of Minnesota! See you Thursday Night!;21931;82962
20191008 142506;1181576256904744964;Thank you to Lt. Bob Kroll of the great Minneapolis Police Department for your kind words on @foxandfriends. The Police are fighting the Radical Left Mayor, and his ridiculous Uniform Ban. Actually, I LOVE the Cops for Trump shirts. Want to bring some home. I am with you 100!!!!;15825;61398
20191008 140629;1181571571787403265;I think that Crooked Hillary Clinton should enter the race to try and steal it away from Uber Left Elizabeth Warren. Only one condition. The Crooked one must explain all of her high crimes and misdemeanors including how amp why she deleted 33,000 Emails AFTER getting C Subpoena!;32507;123781
20191008 132335;1181560772255719424;....to see. Importantly, Ambassador Sondlands tweet, which few report, stated, I believe you are incorrect about President Trumps intentions. The President has been crystal clear no quid pro quos of any kind. That says it ALL!;14974;59841
20191008 132319;1181560708808486914;I would love to send Ambassador Sondland, a really good man and great American, to testify, but unfortunately he would be testifying before a totally compromised kangaroo court, where Republicans rights have been taken away, and true facts are not allowed out for the public....;20698;83744
20191008 125513;1181553636444426240;....understands that while we only had 50 soldiers remaining in that section of Syria, and they have been removed, any unforced or unnecessary fighting by Turkey will be devastating to their economy and to their very fragile currency. We are helping the Kurds financiallyweapons!;12496;52332
20191008 125512;1181553630354259968;We may be in the process of leaving Syria, but in no way have we Abandoned the Kurds, who are special people and wonderful fighters. Likewise our relationship with Turkey, a NATO and Trading partner, has been very good. Turkey already has a large Kurdish population and fully....;16404;68979
20191008 123011;1181547333990916097;.....good health, at my request, Pastor Brunson, who had many years of a long prison term remaining. Also remember, and importantly, that Turkey is an important member in good standing of NATO. He is coming to the U.S. as my guest on November 13th. #ENDENDLESSWARS;11658;50359
20191008 123010;1181547331822456832;So many people conveniently forget that Turkey is a big trading partner of the United States, in fact they make the structural steel frame for our F35 Fighter Jet. They have also been good to deal with, helping me to save many lives at Idlib Province, and returning, in very.....;14653;63275
20191008 121017;1181542327711600642;The lightweight mayor is hurting the great police and other wonderful supporters. 72,000 ticket requests already. Dump Frey and Omar! Make America Great Again! .coibTqvSbsbn;19832;61620
20191008 120330;1181540621066092549;Thank you Joni! .co1DoUqOvOpp;8821;38676
20191008 041331;1181422346697138176;Adam should be Impeached! .coq7YRUWsJxy;19721;69174
20191008 041110;1181421753286959104;Great book! .coi6GwghuEsU;6988;29113
20191008 035237;1181417086851125248;There are no felonies, there are no Impeachable offenses. The Constitutions very clear that you need bribery, treason, or other high crimes and misdemeanors. You cant be impeached for the conduct thats been alleged in this case. @AlanDersh Dershowitz. @seanhannity  A Scam!;15523;56382
20191007 215413;1181326889480282112;.co4zENOQPQ11;26380;85253
20191007 165240;1181251003129180166;Thank you @HeyTammyBruce! .coWYtJQmWv26;17910;56380
20191007 164806;1181249853801877508;The Truth About Impeachment@SteveHiltonx @NextRevFNC .co3Pe2zClfUK;14080;39924
20191007 153809;1181232251390042118;....the captured ISIS fighters and families. The U.S. has done far more than anyone could have ever expected, including the capture of 100 of the ISIS Caliphate. It is time now for others in the region, some of great wealth, to protect their own territory. THE USA IS GREAT!;19317;83087
20191007 153809;1181232249821388801;As I have stated strongly before, and just to reiterate, if Turkey does anything that I, in my great and unmatched wisdom, consider to be off limits, I will totally destroy and obliterate the Economy of Turkey Ive done before!. They must, with Europe and others, watch over...;40378;144959
20191007 152049;1181227887543894016;....down, watching over a quagmire, amp spending big dollars to do so. When I took over, our Military was totally depleted. Now it is stronger than ever before. The endless and ridiculous wars are ENDING! We will be focused on the big picture, knowing we can always go back amp BLAST!;15790;69943
20191007 152048;1181227885841002496;I was elected on getting out of these ridiculous endless wars, where our great Military functions as a policing operation to the benefit of people who dont even like the USA. The two most unhappy countries at this move are Russia amp China, because they love seeing us bogged.....;21298;88883
20191007 142026;1181212691203084289;The Radical Left Democrats have failed on all fronts, so now they are pushing local New York City and State Democrat prosecutors to go get President Trump. A thing like this has never happened to any President before. Not even close!;18980;72162
20191007 140105;1181207822039683079;....doesnt even include the almost 2000 that the families got from the Trump Tax Cut. Stephen Moore, Freedomworks  That means 5000 to 6000 more in disposable yearly income that Americans have right now because of President Trump!;11922;50338
20191007 140104;1181207817715421184;Heritage Foundation These numbers are blockbusters. Just since Donald Trump took office, Median Family Incomrs are up over 4,100. In 8 years under President Obama, they only went up 1000. In one third the time, President Trump has increased incomes 4 times as much, and that...;18244;70779
20191007 133821;1181202101327843329;Incomes much higher under Trump than Bush, Obama. @foxandfriends And almost everything else is better also except I am driving the Deep State, and the Radical Left, Do Nothing Democrats, CRAZY!;14764;58600
20191007 120445;1181178546150092800;IG DECLASSIFIED INFORMATION CONTRADICTS THE WHISTLEBLOWER. @foxandfriends  But why are people surprised? The partisan Whistleblower was very wrong on what was said on my perfect, no pressure, call with the Ukrainian President. Bring in another Whistleblower from the bench!;17069;61903
20191007 115143;1181175266409889793;We just WON the big court case on Net Neutrality Rules! A great win for the future and speed of the internet. Will lead to many big things including 5G. Congratulations to the FCC and its Chairman, Ajit Pai!;18486;78422
20191007 114036;1181172467676565505;...figure the situation out, and what they want to do with the captured ISIS fighters in their neighborhood. They all hate ISIS, have been enemies for years. We are 7000 miles away and will crush ISIS again if they come anywhere near us!;15884;71233
20191007 114035;1181172465772482563;....almost 3 years, but it is time for us to get out of these ridiculous Endless Wars, many of them tribal, and bring our soldiers home. WE WILL FIGHT WHERE IT IS TO OUR BENEFIT, AND ONLY FIGHT TO WIN. Turkey, Europe, Syria, Iran, Iraq, Russia and the Kurds will now have to.....;16185;68800
20191007 114034;1181172462291243008;.....again said NO, thinking, as usual, that the U.S. is always the sucker, on NATO, on Trade, on everything. The Kurds fought with us, but were paid massive amounts of money and equipment to do so. They have been fighting Turkey for decades. I held off this fight for....;7984;28583
20191007 114034;1181172459325800448;....including capturing thousands of ISIS fighters, mostly from Europe. But Europe did not want them back, they said you keep them USA! I said NO, we did you a great favor and now you want us to hold them in U.S. prisons at tremendous cost. They are yours for trials. They.....;7307;26453
20191007 114033;1181172457811697664;The United States was supposed to be in Syria for 30 days, that was many years ago. We stayed and got deeper and deeper into battle with no aim in sight. When I arrived in Washington, ISIS was running rampant in the area. We quickly defeated 100 of the ISIS Caliphate,.....;21208;86121
20191007 022750;1181033360241709056;....This makes Nervous Nancy every bit as guilty as Liddle Adam Schiff for High Crimes and Misdemeanors, and even Treason. I guess that means that they, along with all of those that evilly Colluded with them, must all be immediately Impeached!;27237;96030
20191007 022749;1181033358794661889;Nancy Pelosi knew of all of the many Shifty Adam Schiff lies and massive frauds perpetrated upon Congress and the American people, in the form of a fraudulent speech knowingly delivered as a ruthless con, and the illegal meetings with a highly partisan Whistleblower amp lawyer...;28790;101185
20191006 235451;1180994860188360704;.@60Minutes forgot to report that we are helping the great farmers of the USA to the tune of 28 Billion Dollars, for the last two years, paid for out of Tariffs paid to the United States by China for targeting the farmer. They devalued their currency, therefore paying the cost!;20026;71333
20191006 233908;1180990908000559104;Unemployment Rate just dropped to 3.5, the lowest in more that 50 years. Is that an impeachable event for your President?;34437;177608
20191006 233553;1180990087749935105;Gerry Baker of @WSJatLarge  Do you think what youve seen rises to the level of impeachment? Ken Starr, Clinton Special Prosecutor. I dont!;12340;50234
20191006 232510;1180987393115074560;Sleepy Eyes Chuck Todd of Meet the Press had a total meltdown in his interview with highly reaspected Senator @RonJohnsonWI. Seems that a not very bright Chuck just wasnt getting the answers he was looking for in order to make me look as bad as possible. I did NOTHING wrong!;17442;68612
20191006 232217;1180986664912588802;Join me at the Target Center in Minneapolis, Minnesota this Thursday, October 10th at 700pm! Tickets .coxqJzZt7gsp .co3YWJOo6MnZ;13348;44545
20191006 230539;1180982480083570688;Good job, I must say, by Bob Woodward on Deface the Nation. The CBS no name hostess, and other guest, Peter Baker of The Failing New York Times, were totally biased, boring and wrong as usual, but Woodward was cool, calm and interesting. Thank you Bob!;14480;66794
20191006 220303;1180966726227386368;Democrat lawyer is same for both Whistleblowers? All support Obama and Crooked Hillary. Witch Hunt! .coKL78g24AXx;19243;65458
20191006 201355;1180939260146470912;DRAIN THE SWAMP!;31728;145921
20191006 201333;1180939171755630599;Will be in Minnesota on Thursday night. Massive response, crowd and enthusiasm actually, all over the Country will be beyond belief! Same thing in Louisiana on Friday. Big and Bold USA!;18188;71827
20191006 191930;1180925566951788545;.coXsk50hrvvW;12696;41788
20191006 191754;1180925164080582657;.coQ6LzFFTLyX;12418;41585
20191006 173741;1180899945701879808;Going to Louisiana on Friday night for a big Republican Rally. Keep Democrat Governor Edwards under 50, force a runoff, and have a great new Republican Governor! Voting on Saturday. Information for Rally to follow.;17040;63698
20191006 165647;1180889650333917190;#DONOTHINGDEMOCRATS;19949;79559
20191006 164226;1180886040791388161;....And by the way, I would LOVE running against 1 Joe Biden  I just dont think its going to happen. Sleepy Joe wont get to the starting gate, amp based on all of the money he amp his family probably extorted, Joe should hang it up. I wouldnt want him dealing with China amp U!;17812;73715
20191006 164226;1180886039801602048;The Biden family was PAID OFF, pure and simple! The fake news must stop making excuses for something that is totally inexcusable. Sleepy Joe said he never spoke to the Ukrainian company, and then the picture came out where he was playing golf with the company boss and Hunter.....;29051;104884
20191006 145832;1180859894003572736;....and separately got 1.5 Billion Dollars from China despite no experience and for no apparent reason. There is NO WAY these can be legitimate transactions? As lawyers amp others have stated, as President, I have an OBLIGATION to look into possible, or probable, CORRUPTION!;19463;75056
